date,open,close,,buy_mo,price_change_mo,percent_change_mo,overall_ret_buy_mo,buy_mc,price_change_mc,percent_change_mc,overall_ret_buy_mc,buy_monthly,,buy_quarterly,buy_and_hold,,,buy_and_hold,,Invesment Amount,# of Shares
2021-03-25,385.98,389.7,,"$13,201.90",$3.72,0.9638%,,"$19,011.07",-$1.54,-0.3974%,,,,,"$24,858.63",,,,,,
2021-03-26,390.93,395.98,,"$13,372.44",$5.05,1.2918%,,"$19,071.07",$1.23,0.3156%,,,,,"$25,177.43",,,,,,
2021-03-29,394.4,395.78,,"$13,419.23",$1.38,0.3499%,,"$18,994.98",-$1.58,-0.3990%,,,,,"$25,400.91",,,,,,
2021-03-30,394.42,394.73,,"$13,429.78",$0.31,0.0786%,,"$18,929.70",-$1.36,-0.3436%,,,,,"$25,402.20",,,,,,
2021-03-31,395.34,396.33,,"$13,463.41",$0.99,0.2504%,,"$18,958.96",$0.61,0.1545%,,,,,"$25,461.45",,,,,,
2021-04-01,398.4,400.61,,"$13,538.09",$2.21,0.5547%,,"$19,057.98",$2.07,0.5223%,,,,,"$25,658.53",,,,,,
2021-04-05,403.46,406.36,,"$13,635.40",$2.90,0.7188%,,"$19,193.56",$2.85,0.7114%,,,,,"$25,984.41",,,,,,
2021-04-06,405.76,406.12,,"$13,647.50",$0.36,0.0887%,,"$19,165.22",-$0.60,-0.1477%,,,,,"$26,132.54",,,,,,
2021-04-07,405.94,406.59,,"$13,669.35",$0.65,0.1601%,,"$19,156.73",-$0.18,-0.0443%,,,,,"$26,144.14",,,,,,
2021-04-08,407.93,408.52,,"$13,689.12",$0.59,0.1446%,,"$19,219.86",$1.34,0.3296%,,,,,"$26,272.30",,,,,,
2021-04-09,408.39,411.49,,"$13,793.03",$3.10,0.7591%,,"$19,213.74",-$0.13,-0.0318%,,,,,"$26,301.93",,,,,,
2021-04-12,410.85,411.64,,"$13,819.55",$0.79,0.1923%,,"$19,183.86",-$0.64,-0.1555%,,,,,"$26,460.36",,,,,,
2021-04-13,411.53,412.86,,"$13,864.22",$1.33,0.3232%,,"$19,178.73",-$0.11,-0.0267%,,,,,"$26,504.15",,,,,,
2021-04-14,412.83,411.45,,"$13,817.87",-$1.38,-0.3343%,,"$19,177.34",-$0.03,-0.0073%,,,,,"$26,587.88",,,,,,
2021-04-15,413.74,415.87,,"$13,889.01",$2.13,0.5148%,,"$19,284.08",$2.29,0.5566%,,,,,"$26,646.49",,,,,,
2021-04-16,417.25,417.26,,"$13,889.34",$0.01,0.0024%,,"$19,348.07",$1.38,0.3318%,,,,,"$26,872.54",,,,,,
2021-04-19,416.26,415.21,,"$13,854.31",-$1.05,-0.2522%,,"$19,301.70",-$1.00,-0.2397%,,,,,"$26,808.78",,,,,,
2021-04-20,413.91,412.17,,"$13,796.06",-$1.74,-0.4204%,,"$19,241.26",-$1.30,-0.3131%,,,,,"$26,657.44",,,,,,
2021-04-21,411.51,416.07,,"$13,948.94",$4.56,1.1081%,,"$19,210.45",-$0.66,-0.1601%,,,,,"$26,502.87",,,,,,
2021-04-22,415.89,412.27,,"$13,827.53",-$3.62,-0.8704%,,"$19,202.14",-$0.18,-0.0433%,,,,,"$26,784.96",,,,,,
2021-04-23,412.87,416.74,,"$13,957.14",$3.87,0.9373%,,"$19,230.09",$0.60,0.1455%,,,,,"$26,590.46",,,,,,
2021-04-26,417.44,417.61,,"$13,962.82",$0.17,0.0407%,,"$19,262.39",$0.70,0.1680%,,,,,"$26,884.78",,,,,,
2021-04-27,417.93,417.52,,"$13,949.12",-$0.41,-0.0981%,,"$19,277.15",$0.32,0.0766%,,,,,"$26,916.34",,,,,,
2021-04-28,417.81,417.4,,"$13,935.43",-$0.41,-0.0981%,,"$19,290.54",$0.29,0.0695%,,,,,"$26,908.61",,,,,,
2021-04-29,420.32,420.06,,"$13,926.81",-$0.26,-0.0619%,,"$19,425.49",$2.92,0.6996%,,,,,"$27,070.26",,,,,,
2021-04-30,417.63,417.3,,"$13,915.81",-$0.33,-0.0790%,,"$19,313.12",-$2.43,-0.5785%,,,,,"$26,897.02",,,,,,
2021-05-03,419.43,418.2,,"$13,875.00",-$1.23,-0.2933%,,"$19,411.69",$2.13,0.5104%,,,,,"$27,012.95",,,,,,
2021-05-04,416.07,415.62,,"$13,859.99",-$0.45,-0.1082%,,"$19,312.83",-$2.13,-0.5093%,,,,,"$26,796.55",,,,,,
2021-05-05,417.38,415.75,,"$13,805.87",-$1.63,-0.3905%,,"$19,394.61",$1.76,0.4235%,,,,,"$26,880.92",,,,,,
2021-05-06,415.83,419.07,,"$13,913.44",$3.24,0.7792%,,"$19,398.34",$0.08,0.0192%,,,,,"$26,781.09",,,,,,
2021-05-07,419.89,422.12,,"$13,987.33",$2.23,0.5311%,,"$19,436.30",$0.82,0.1957%,,,,,"$27,042.57",,,,,,
2021-05-10,422.5,417.94,,"$13,836.37",-$4.56,-1.0793%,,"$19,453.79",$0.38,0.0900%,,,,,"$27,210.67",,,,,,
2021-05-11,413.1,414.21,,"$13,873.54",$1.11,0.2687%,,"$19,228.51",-$4.84,-1.1581%,,,,,"$26,605.27",,,,,,
2021-05-12,411.23,405.41,,"$13,677.20",-$5.82,-1.4153%,,"$19,090.17",-$2.98,-0.7194%,,,,,"$26,484.83",,,,,,
2021-05-13,407.07,410.28,,"$13,785.05",$3.21,0.7886%,,"$19,168.34",$1.66,0.4095%,,,,,"$26,216.91",,,,,,
2021-05-14,413.21,416.58,,"$13,897.48",$3.37,0.8156%,,"$19,305.23",$2.93,0.7141%,,,,,"$26,612.35",,,,,,
2021-05-17,415.39,415.52,,"$13,901.83",$0.13,0.0313%,,"$19,250.08",-$1.19,-0.2857%,,,,,"$26,752.75",,,,,,
2021-05-18,415.8,411.94,,"$13,772.77",-$3.86,-0.9283%,,"$19,263.05",$0.28,0.0674%,,,,,"$26,779.16",,,,,,
2021-05-19,406.92,410.86,,"$13,906.13",$3.94,0.9682%,,"$19,028.31",-$5.02,-1.2186%,,,,,"$26,207.25",,,,,,
2021-05-20,411.8,415.28,,"$14,023.64",$3.48,0.8451%,,"$19,071.84",$0.94,0.2288%,,,,,"$26,521.54",,,,,,
2021-05-21,416.87,414.94,,"$13,958.72",-$1.93,-0.4630%,,"$19,144.86",$1.59,0.3829%,,,,,"$26,848.07",,,,,,
2021-05-24,417.34,419.17,,"$14,019.92",$1.83,0.4385%,,"$19,255.60",$2.40,0.5784%,,,,,"$26,878.34",,,,,,
2021-05-25,420.33,418.24,,"$13,950.21",-$2.09,-0.4972%,,"$19,308.88",$1.16,0.2767%,,,,,"$27,070.91",,,,,,
2021-05-26,418.87,419.07,,"$13,956.87",$0.20,0.0477%,,"$19,337.97",$0.63,0.1506%,,,,,"$26,976.88",,,,,,
2021-05-27,420.17,419.29,,"$13,927.64",-$0.88,-0.2094%,,"$19,388.73",$1.10,0.2625%,,,,,"$27,060.60",,,,,,
2021-05-28,420.97,420.04,,"$13,896.87",-$0.93,-0.2209%,,"$19,466.41",$1.68,0.4007%,,,,,"$27,112.13",,,,,,
2021-06-01,422.57,419.67,,"$13,801.50",-$2.90,-0.6863%,,"$19,583.67",$2.53,0.6023%,,,,,"$27,215.17",,,,,,
2021-06-02,420.37,420.33,,"$13,800.19",-$0.04,-0.0095%,,"$19,616.33",$0.70,0.1668%,,,,,"$27,073.48",,,,,,
2021-06-03,417.85,418.77,,"$13,830.57",$0.92,0.2202%,,"$19,500.59",-$2.48,-0.5900%,,,,,"$26,911.19",,,,,,
2021-06-04,420.75,422.6,,"$13,891.39",$1.85,0.4397%,,"$19,592.79",$1.98,0.4728%,,,,,"$27,097.96",,,,,,
2021-06-07,422.59,422.19,,"$13,878.24",-$0.40,-0.0947%,,"$19,592.33",-$0.01,-0.0024%,,,,,"$27,216.46",,,,,,
2021-06-08,423.11,422.28,,"$13,851.01",-$0.83,-0.1962%,,"$19,635.02",$0.92,0.2179%,,,,,"$27,249.95",,,,,,
2021-06-09,423.18,421.65,,"$13,800.93",-$1.53,-0.3615%,,"$19,676.87",$0.90,0.2131%,,,,,"$27,254.46",,,,,,
2021-06-10,422.96,423.61,,"$13,822.14",$0.65,0.1537%,,"$19,738.00",$1.31,0.3107%,,,,,"$27,240.29",,,,,,
2021-06-11,424.2,424.31,,"$13,825.73",$0.11,0.0259%,,"$19,765.50",$0.59,0.1393%,,,,,"$27,320.15",,,,,,
2021-06-14,424.43,425.26,,"$13,852.77",$0.83,0.1956%,,"$19,771.09",$0.12,0.0283%,,,,,"$27,334.96",,,,,,
2021-06-15,425.42,424.48,,"$13,822.16",-$0.94,-0.2210%,,"$19,778.52",$0.16,0.0376%,,,,,"$27,398.72",,,,,,
2021-06-16,424.63,422.11,,"$13,740.13",-$2.52,-0.5935%,,"$19,785.51",$0.15,0.0353%,,,,,"$27,347.85",,,,,,
2021-06-17,421.67,421.97,,"$13,749.90",$0.30,0.0711%,,"$19,764.89",-$0.44,-0.1042%,,,,,"$27,157.21",,,,,,
2021-06-18,417.09,414.92,,"$13,678.37",-$2.17,-0.5203%,,"$19,536.31",-$4.88,-1.1565%,,,,,"$26,862.24",,,,,,
2021-06-21,416.8,420.86,,"$13,811.61",$4.06,0.9741%,,"$19,624.83",$1.88,0.4531%,,,,,"$26,843.56",,,,,,
2021-06-22,420.85,423.11,,"$13,885.78",$2.26,0.5370%,,"$19,624.36",-$0.01,-0.0024%,,,,,"$27,104.40",,,,,,
2021-06-23,423.19,422.6,,"$13,866.42",-$0.59,-0.1394%,,"$19,628.08",$0.08,0.0189%,,,,,"$27,255.10",,,,,,
2021-06-24,424.89,425.1,,"$13,873.27",$0.21,0.0494%,,"$19,734.44",$2.29,0.5419%,,,,,"$27,364.59",,,,,,
2021-06-25,425.9,426.61,,"$13,896.40",$0.71,0.1667%,,"$19,771.57",$0.80,0.1882%,,,,,"$27,429.64",,,,,,
2021-06-28,427.17,427.47,,"$13,906.16",$0.30,0.0702%,,"$19,797.53",$0.56,0.1313%,,,,,"$27,511.43",,,,,,
2021-06-29,427.88,427.7,,"$13,900.31",-$0.18,-0.0421%,,"$19,816.52",$0.41,0.0959%,,,,,"$27,557.16",,,,,,
2021-06-30,427.21,428.06,,"$13,927.96",$0.85,0.1990%,,"$19,793.81",-$0.49,-0.1146%,,,,,"$27,514.01",,,,,,
2021-07-01,428.87,430.43,,"$13,978.63",$1.56,0.3637%,,"$19,831.27",$0.81,0.1892%,,,,,"$27,620.92",,,,,,
2021-07-02,431.67,433.72,,"$14,045.01",$2.05,0.4749%,,"$19,888.40",$1.24,0.2881%,,,,,"$27,801.25",,,,,,
2021-07-06,433.78,432.93,,"$14,017.49",-$0.85,-0.1960%,,"$19,891.15",$0.06,0.0138%,,,,,"$27,937.14",,,,,,
2021-07-07,433.66,434.46,,"$14,043.35",$0.80,0.1845%,,"$19,924.69",$0.73,0.1686%,,,,,"$27,929.41",,,,,,
2021-07-08,428.78,430.92,,"$14,113.44",$2.14,0.4991%,,"$19,664.20",-$5.68,-1.3074%,,,,,"$27,615.12",,,,,,
2021-07-09,432.53,435.52,,"$14,211.00",$2.99,0.6913%,,"$19,737.67",$1.61,0.3736%,,,,,"$27,856.64",,,,,,
2021-07-12,435.43,437.08,,"$14,264.85",$1.65,0.3789%,,"$19,733.59",-$0.09,-0.0207%,,,,,"$28,043.41",,,,,,
2021-07-13,436.24,435.59,,"$14,243.60",-$0.65,-0.1490%,,"$19,695.67",-$0.84,-0.1922%,,,,,"$28,095.58",,,,,,
2021-07-14,437.4,436.24,,"$14,205.82",-$1.16,-0.2652%,,"$19,777.51",$1.81,0.4155%,,,,,"$28,170.28",,,,,,
2021-07-15,434.81,434.75,,"$14,203.86",-$0.06,-0.0138%,,"$19,712.68",-$1.43,-0.3278%,,,,,"$28,003.48",,,,,,
2021-07-16,436.01,431.34,,"$14,051.73",-$4.67,-1.0711%,,"$19,769.81",$1.26,0.2898%,,,,,"$28,080.76",,,,,,
2021-07-19,426.19,424.97,,"$14,011.50",-$1.22,-0.2863%,,"$19,533.77",-$5.15,-1.1940%,,,,,"$27,448.32",,,,,,
2021-07-20,425.68,431.06,,"$14,188.59",$5.38,1.2639%,,"$19,566.40",$0.71,0.1671%,,,,,"$27,415.47",,,,,,
2021-07-21,432.34,434.55,,"$14,261.12",$2.21,0.5112%,,"$19,624.50",$1.28,0.2969%,,,,,"$27,844.40",,,,,,
2021-07-22,434.74,435.46,,"$14,284.74",$0.72,0.1656%,,"$19,633.08",$0.19,0.0437%,,,,,"$27,998.97",,,,,,
2021-07-23,437.52,439.94,,"$14,363.75",$2.42,0.5531%,,"$19,725.96",$2.06,0.4731%,,,,,"$28,178.01",,,,,,
2021-07-26,439.31,441.02,,"$14,419.66",$1.71,0.3892%,,"$19,697.71",-$0.63,-0.1432%,,,,,"$28,293.30",,,,,,
2021-07-27,439.91,439.01,,"$14,390.16",-$0.90,-0.2046%,,"$19,648.14",-$1.11,-0.2517%,,,,,"$28,331.94",,,,,,
2021-07-28,439.68,438.83,,"$14,362.34",-$0.85,-0.1933%,,"$19,678.12",$0.67,0.1526%,,,,,"$28,317.13",,,,,,
2021-07-29,439.815,440.65,,"$14,389.60",$0.83,0.1899%,,"$19,722.29",$0.99,0.2245%,,,,,"$28,325.82",,,,,,
2021-07-30,437.91,438.51,,"$14,409.32",$0.60,0.1370%,,"$19,599.66",-$2.74,-0.6218%,,,,,"$28,203.13",,,,,,
2021-08-02,440.34,437.59,,"$14,319.33",-$2.75,-0.6245%,,"$19,681.45",$1.83,0.4173%,,,,,"$28,359.63",,,,,,
2021-08-03,438.44,441.15,,"$14,407.84",$2.71,0.6181%,,"$19,719.68",$0.85,0.1942%,,,,,"$28,237.26",,,,,,
2021-08-04,439.78,438.98,,"$14,381.63",-$0.80,-0.1819%,,"$19,658.44",-$1.37,-0.3106%,,,,,"$28,323.57",,,,,,
2021-08-05,440.22,441.76,,"$14,431.94",$1.54,0.3498%,,"$19,713.97",$1.24,0.2825%,,,,,"$28,351.90",,,,,,
2021-08-06,442.1,442.49,,"$14,444.67",$0.39,0.0882%,,"$19,729.14",$0.34,0.0770%,,,,,"$28,472.98",,,,,,
2021-08-09,442.46,442.13,,"$14,433.90",-$0.33,-0.0746%,,"$19,727.81",-$0.03,-0.0068%,,,,,"$28,496.17",,,,,,
2021-08-10,442.61,442.68,,"$14,436.18",$0.07,0.0158%,,"$19,749.22",$0.48,0.1086%,,,,,"$28,505.83",,,,,,
2021-08-11,443.82,443.78,,"$14,434.88",-$0.04,-0.0090%,,"$19,800.08",$1.14,0.2575%,,,,,"$28,583.76",,,,,,
2021-08-12,443.62,445.11,,"$14,483.36",$1.49,0.3359%,,"$19,792.94",-$0.16,-0.0361%,,,,,"$28,570.88",,,,,,
2021-08-13,445.59,445.92,,"$14,494.09",$0.33,0.0741%,,"$19,814.29",$0.48,0.1078%,,,,,"$28,697.75",,,,,,
2021-08-16,444.53,446.97,,"$14,573.65",$2.44,0.5489%,,"$19,752.52",-$1.39,-0.3117%,,,,,"$28,629.48",,,,,,
2021-08-17,444.24,444.04,,"$14,567.09",-$0.20,-0.0450%,,"$19,631.88",-$2.73,-0.6108%,,,,,"$28,610.81",,,,,,
2021-08-18,442.96,439.18,,"$14,442.78",-$3.78,-0.8534%,,"$19,584.13",-$1.08,-0.2432%,,,,,"$28,528.37",,,,,,
2021-08-19,436.27,439.86,,"$14,561.62",$3.59,0.8229%,,"$19,454.37",-$2.91,-0.6626%,,,,,"$28,097.51",,,,,,
2021-08-20,440.23,443.36,,"$14,665.16",$3.13,0.7110%,,"$19,470.73",$0.37,0.0841%,,,,,"$28,352.55",,,,,,
2021-08-23,445.16,447.26,,"$14,734.34",$2.10,0.4717%,,"$19,549.78",$1.80,0.4060%,,,,,"$28,670.06",,,,,,
2021-08-24,447.97,447.97,,"$14,734.34",$0.00,0.0000%,,"$19,580.81",$0.71,0.1587%,,,,,"$28,851.03",,,,,,
2021-08-25,448.17,448.91,,"$14,758.67",$0.74,0.1651%,,"$19,589.56",$0.20,0.0446%,,,,,"$28,863.91",,,,,,
2021-08-26,448.61,446.26,,"$14,681.36",-$2.35,-0.5238%,,"$19,576.46",-$0.30,-0.0668%,,,,,"$28,892.25",,,,,,
2021-08-27,447.12,450.25,,"$14,784.13",$3.13,0.7000%,,"$19,614.19",$0.86,0.1927%,,,,,"$28,796.29",,,,,,
2021-08-30,450.97,452.23,,"$14,825.44",$1.26,0.2794%,,"$19,645.56",$0.72,0.1599%,,,,,"$29,044.25",,,,,,
2021-08-31,452.13,451.56,,"$14,806.75",-$0.57,-0.1261%,,"$19,641.21",-$0.10,-0.0221%,,,,,"$29,118.95",,,,,,
2021-09-01,452.56,451.8,,"$14,781.88",-$0.76,-0.1679%,,"$19,684.71",$1.00,0.2215%,,,,,"$29,146.65",,,,,,
2021-09-02,453.32,453.19,,"$14,777.64",-$0.13,-0.0287%,,"$19,750.93",$1.52,0.3364%,,,,,"$29,195.59",,,,,,
2021-09-03,451.98,453.08,,"$14,813.61",$1.10,0.2434%,,"$19,698.20",-$1.21,-0.2670%,,,,,"$29,109.29",,,,,,
2021-09-07,452.71,451.46,,"$14,772.70",-$1.25,-0.2761%,,"$19,682.11",-$0.37,-0.0817%,,,,,"$29,156.31",,,,,,
2021-09-08,450.89,450.91,,"$14,773.36",$0.02,0.0044%,,"$19,657.26",-$0.57,-0.1263%,,,,,"$29,039.09",,,,,,
2021-09-09,450.7,448.98,,"$14,716.98",-$1.72,-0.3816%,,"$19,648.11",-$0.21,-0.0466%,,,,,"$29,026.86",,,,,,
2021-09-10,451.04,445.44,,"$14,534.26",-$5.60,-1.2416%,,"$19,738.26",$2.06,0.4588%,,,,,"$29,048.75",,,,,,
2021-09-13,448.64,446.58,,"$14,467.52",-$2.06,-0.4592%,,"$19,880.06",$3.20,0.7184%,,,,,"$28,894.18",,,,,,
2021-09-14,448.12,444.17,,"$14,340.00",-$3.95,-0.8815%,,"$19,948.61",$1.54,0.3448%,,,,,"$28,860.69",,,,,,
2021-09-15,444.62,447.88,,"$14,445.14",$3.26,0.7332%,,"$19,968.82",$0.45,0.1013%,,,,,"$28,635.28",,,,,,
2021-09-16,447.32,447.17,,"$14,440.29",-$0.15,-0.0335%,,"$19,943.85",-$0.56,-0.1250%,,,,,"$28,809.17",,,,,,
2021-09-17,444.92,441.4,,"$14,326.05",-$3.52,-0.7912%,,"$19,843.50",-$2.25,-0.5032%,,,,,"$28,654.60",,,,,,
2021-09-20,434.88,434.04,,"$14,298.38",-$0.84,-0.1932%,,"$19,550.39",-$6.52,-1.4771%,,,,,"$28,007.99",,,,,,
2021-09-21,436.53,433.63,,"$14,203.39",-$2.90,-0.6643%,,"$19,662.55",$2.49,0.5737%,,,,,"$28,114.25",,,,,,
2021-09-22,436.05,437.86,,"$14,262.35",$1.81,0.4151%,,"$19,772.28",$2.42,0.5581%,,,,,"$28,083.34",,,,,,
2021-09-23,439.85,443.18,,"$14,370.32",$3.33,0.7571%,,"$19,862.14",$1.99,0.4545%,,,,,"$28,328.07",,,,,,
2021-09-24,441.44,443.91,,"$14,450.73",$2.47,0.5595%,,"$19,784.16",-$1.74,-0.3926%,,,,,"$28,430.48",,,,,,
2021-09-27,442.81,442.64,,"$14,445.18",-$0.17,-0.0384%,,"$19,735.13",-$1.10,-0.2478%,,,,,"$28,518.71",,,,,,
2021-09-28,439.69,433.72,,"$14,249.05",-$5.97,-1.3578%,,"$19,603.61",-$2.95,-0.6665%,,,,,"$28,317.77",,,,,,
2021-09-29,435.19,434.45,,"$14,224.82",-$0.74,-0.1700%,,"$19,670.05",$1.47,0.3389%,,,,,"$28,027.95",,,,,,
2021-09-30,436.02,429.14,,"$14,000.36",-$6.88,-1.5779%,,"$19,741.13",$1.57,0.3614%,,,,,"$28,081.41",,,,,,
2021-10-01,430.98,434.24,,"$14,106.27",$3.26,0.7564%,,"$19,825.78",$1.84,0.4288%,,,,,"$27,756.81",,,,,,
2021-10-04,433,428.64,,"$13,964.23",-$4.36,-1.0069%,,"$19,769.16",-$1.24,-0.2856%,,,,,"$27,886.91",,,,,,
2021-10-05,430.24,433.1,,"$14,057.05",$2.86,0.6647%,,"$19,842.96",$1.60,0.3733%,,,,,"$27,709.15",,,,,,
2021-10-06,429.27,434.9,,"$14,241.41",$5.63,1.3115%,,"$19,667.48",-$3.83,-0.8843%,,,,,"$27,646.68",,,,,,
2021-10-07,438.39,438.66,,"$14,250.19",$0.27,0.0616%,,"$19,825.31",$3.49,0.8025%,,,,,"$28,234.04",,,,,,
2021-10-08,439.48,437.86,,"$14,197.66",-$1.62,-0.3686%,,"$19,862.37",$0.82,0.1869%,,,,,"$28,304.24",,,,,,
2021-10-11,437.16,434.69,,"$14,117.44",-$2.47,-0.5650%,,"$19,830.62",-$0.70,-0.1599%,,,,,"$28,154.83",,,,,,
2021-10-12,435.67,433.62,,"$14,051.01",-$2.05,-0.4705%,,"$19,875.32",$0.98,0.2254%,,,,,"$28,058.87",,,,,,
2021-10-13,434.71,435.18,,"$14,066.20",$0.47,0.1081%,,"$19,925.28",$1.09,0.2514%,,,,,"$27,997.04",,,,,,
2021-10-14,439.08,442.5,,"$14,175.76",$3.42,0.7789%,,"$20,103.85",$3.90,0.8962%,,,,,"$28,278.48",,,,,,
2021-10-15,444.75,445.87,,"$14,211.46",$1.12,0.2518%,,"$20,206.07",$2.25,0.5085%,,,,,"$28,643.65",,,,,,
2021-10-18,443.97,447.19,,"$14,314.53",$3.22,0.7253%,,"$20,119.97",-$1.90,-0.4261%,,,,,"$28,593.42",,,,,,
2021-10-19,448.92,450.64,,"$14,369.38",$1.72,0.3831%,,"$20,197.81",$1.73,0.3869%,,,,,"$28,912.22",,,,,,
2021-10-20,451.13,452.41,,"$14,410.15",$1.28,0.2837%,,"$20,219.77",$0.49,0.1087%,,,,,"$29,054.55",,,,,,
2021-10-21,451.77,453.59,,"$14,468.20",$1.82,0.4029%,,"$20,191.16",-$0.64,-0.1415%,,,,,"$29,095.77",,,,,,
2021-10-22,453.13,453.12,,"$14,467.88",-$0.01,-0.0022%,,"$20,170.69",-$0.46,-0.1014%,,,,,"$29,183.36",,,,,,
2021-10-25,454.28,455.55,,"$14,508.33",$1.27,0.2796%,,"$20,222.32",$1.16,0.2560%,,,,,"$29,257.42",,,,,,
2021-10-26,457.2,455.96,,"$14,468.98",-$1.24,-0.2712%,,"$20,295.57",$1.65,0.3622%,,,,,"$29,445.48",,,,,,
2021-10-27,456.45,453.94,,"$14,389.42",-$2.51,-0.5499%,,"$20,317.38",$0.49,0.1075%,,,,,"$29,397.18",,,,,,
2021-10-28,455.46,458.32,,"$14,479.77",$2.86,0.6279%,,"$20,385.41",$1.52,0.3348%,,,,,"$29,333.42",,,,,,
2021-10-29,455.87,459.25,,"$14,587.13",$3.38,0.7414%,,"$20,276.44",-$2.45,-0.5346%,,,,,"$29,359.82",,,,,,
2021-11-01,460.3,460.04,,"$14,578.89",-$0.26,-0.0565%,,"$20,322.80",$1.05,0.2286%,,,,,"$29,645.13",,,,,,
2021-11-02,460.22,461.9,,"$14,632.11",$1.68,0.3650%,,"$20,330.75",$0.18,0.0391%,,,,,"$29,639.98",,,,,,
2021-11-03,461.3,464.72,,"$14,740.59",$3.42,0.7414%,,"$20,304.34",-$0.60,-0.1299%,,,,,"$29,709.54",,,,,,
2021-11-04,465.36,466.91,,"$14,789.69",$1.55,0.3331%,,"$20,332.30",$0.64,0.1377%,,,,,"$29,971.02",,,,,,
2021-11-05,469.28,468.53,,"$14,766.05",-$0.75,-0.1598%,,"$20,435.51",$2.37,0.5076%,,,,,"$30,223.48",,,,,,
2021-11-08,469.7,468.93,,"$14,741.85",-$0.77,-0.1639%,,"$20,486.54",$1.17,0.2497%,,,,,"$30,250.53",,,,,,
2021-11-09,469.32,467.38,,"$14,680.91",-$1.94,-0.4134%,,"$20,503.58",$0.39,0.0832%,,,,,"$30,226.06",,,,,,
2021-11-10,465.58,463.62,,"$14,619.10",-$1.96,-0.4210%,,"$20,424.61",-$1.80,-0.3851%,,,,,"$29,985.19",,,,,,
2021-11-11,465.21,463.77,,"$14,573.85",-$1.44,-0.3095%,,"$20,494.66",$1.59,0.3430%,,,,,"$29,961.36",,,,,,
2021-11-12,465.12,467.27,,"$14,641.22",$2.15,0.4622%,,"$20,554.32",$1.35,0.2911%,,,,,"$29,955.56",,,,,,
2021-11-15,468.64,467.43,,"$14,603.42",-$1.21,-0.2582%,,"$20,614.58",$1.37,0.2932%,,,,,"$30,182.26",,,,,,
2021-11-16,467.15,469.28,,"$14,670.00",$2.13,0.4560%,,"$20,602.23",-$0.28,-0.0599%,,,,,"$30,086.30",,,,,,
2021-11-17,469,468.14,,"$14,643.10",-$0.86,-0.1834%,,"$20,589.94",-$0.28,-0.0597%,,,,,"$30,205.45",,,,,,
2021-11-18,469.24,469.73,,"$14,658.39",$0.49,0.1044%,,"$20,638.32",$1.10,0.2350%,,,,,"$30,220.91",,,,,,
2021-11-19,469.61,468.89,,"$14,635.92",-$0.72,-0.1533%,,"$20,633.05",-$0.12,-0.0255%,,,,,"$30,244.73",,,,,,
2021-11-22,470.89,467.57,,"$14,532.73",-$3.32,-0.7050%,,"$20,721.06",$2.00,0.4265%,,,,,"$30,327.17",,,,,,
2021-11-23,467.22,468.19,,"$14,562.90",$0.97,0.2076%,,"$20,705.55",-$0.35,-0.0749%,,,,,"$30,090.81",,,,,,
2021-11-24,466.06,469.44,,"$14,668.51",$3.38,0.7252%,,"$20,611.35",-$2.13,-0.4549%,,,,,"$30,016.10",,,,,,
2021-11-26,462.34,458.97,,"$14,561.60",-$3.37,-0.7289%,,"$20,299.61",-$7.10,-1.5124%,,,,,"$29,776.52",,,,,,
2021-11-29,464.07,464.6,,"$14,578.23",$0.53,0.1142%,,"$20,525.18",$5.10,1.1112%,,,,,"$29,887.94",,,,,,
2021-11-30,462,455.56,,"$14,375.01",-$6.44,-1.3939%,,"$20,410.32",-$2.60,-0.5596%,,,,,"$29,754.62",,,,,,
2021-12-01,461.64,450.5,,"$14,028.13",-$11.14,-2.4131%,,"$20,682.72",$6.08,1.3346%,,,,,"$29,731.44",,,,,,
2021-12-02,450.73,457.4,,"$14,235.72",$6.67,1.4798%,,"$20,693.28",$0.23,0.0511%,,,,,"$29,028.79",,,,,,
2021-12-03,459.17,453.42,,"$14,057.45",-$5.75,-1.2523%,,"$20,773.35",$1.77,0.3870%,,,,,"$29,572.36",,,,,,
2021-12-06,456.13,458.79,,"$14,139.43",$2.66,0.5832%,,"$20,897.51",$2.71,0.5977%,,,,,"$29,376.57",,,,,,
2021-12-07,464.41,468.28,,"$14,257.25",$3.87,0.8333%,,"$21,153.50",$5.62,1.2250%,,,,,"$29,909.83",,,,,,
2021-12-08,468.7,469.52,,"$14,282.20",$0.82,0.1750%,,"$21,172.47",$0.42,0.0897%,,,,,"$30,186.13",,,,,,
2021-12-09,468.15,466.35,,"$14,227.28",-$1.80,-0.3845%,,"$21,110.69",-$1.37,-0.2918%,,,,,"$30,150.71",,,,,,
2021-12-10,469.23,470.74,,"$14,273.07",$1.51,0.3218%,,"$21,241.06",$2.88,0.6176%,,,,,"$30,220.26",,,,,,
2021-12-13,470.19,466.57,,"$14,163.18",-$3.62,-0.7699%,,"$21,216.25",-$0.55,-0.1168%,,,,,"$30,282.09",,,,,,
2021-12-14,463.09,463.36,,"$14,171.44",$0.27,0.0583%,,"$21,058.00",-$3.48,-0.7459%,,,,,"$29,824.82",,,,,,
2021-12-15,463.42,470.6,,"$14,391.00",$7.18,1.5494%,,"$21,060.73",$0.06,0.0129%,,,,,"$29,846.07",,,,,,
