date,open,close,,buy_mo,price_change_mo,percent_change_mo,overall_ret_buy_mo,buy_mc,price_change_mc,percent_change_mc,overall_ret_buy_mc,buy_monthly,,buy_quarterly,buy_and_hold,,,buy_and_hold,,Invesment Amount,# of Shares
2014-12-24,208.02,207.77,,"$11,309.58",-$0.25,-0.1202%,,"$11,831.74",$0.27,0.1300%,,,,,"$13,397.31",,,,,,
2014-12-26,208.31,208.44,,"$11,316.64",$0.13,0.0624%,,"$11,862.50",$0.54,0.2599%,,,,,"$13,415.99",,,,,,
2014-12-29,208.22,208.72,,"$11,343.81",$0.50,0.2401%,,"$11,849.98",-$0.22,-0.1055%,,,,,"$13,410.19",,,,,,
2014-12-30,208.21,207.6,,"$11,310.58",-$0.61,-0.2930%,,"$11,821.02",-$0.51,-0.2443%,,,,,"$13,409.54",,,,,,
2014-12-31,207.99,205.54,,"$11,177.35",-$2.45,-1.1779%,,"$11,843.23",$0.39,0.1879%,,,,,"$13,395.38",,,,,,
2015-01-02,206.38,205.43,,"$11,125.90",-$0.95,-0.4603%,,"$11,891.63",$0.84,0.4087%,,,,,"$13,291.69",,,,,,
2015-01-05,204.17,201.72,,"$10,992.39",-$2.45,-1.2000%,,"$11,818.69",-$1.26,-0.6133%,,,,,"$13,149.35",,,,,,
2015-01-06,202.09,199.82,,"$10,868.91",-$2.27,-1.1233%,,"$11,840.37",$0.37,0.1834%,,,,,"$13,015.39",,,,,,
2015-01-07,201.42,202.31,,"$10,916.94",$0.89,0.4419%,,"$11,935.18",$1.60,0.8007%,,,,,"$12,972.24",,,,,,
2015-01-08,204.01,205.9,,"$11,018.08",$1.89,0.9264%,,"$12,035.47",$1.70,0.8403%,,,,,"$13,139.05",,,,,,
2015-01-09,206.4,204.25,,"$10,903.31",-$2.15,-1.0417%,,"$12,064.69",$0.50,0.2428%,,,,,"$13,292.97",,,,,,
2015-01-12,204.41,202.65,,"$10,809.43",-$1.76,-0.8610%,,"$12,074.15",$0.16,0.0783%,,,,,"$13,164.81",,,,,,
2015-01-13,204.12,202.08,,"$10,701.40",-$2.04,-0.9994%,,"$12,161.73",$1.47,0.7254%,,,,,"$13,146.13",,,,,,
2015-01-14,199.65,200.86,,"$10,766.25",$1.21,0.6061%,,"$12,015.49",-$2.43,-1.2025%,,,,,"$12,858.25",,,,,,
2015-01-15,201.63,199.0199,,"$10,626.88",-$2.61,-1.2945%,,"$12,061.55",$0.77,0.3834%,,,,,"$12,985.77",,,,,,
2015-01-16,198.77,201.63,,"$10,779.79",$2.86,1.4388%,,"$12,046.40",-$0.25,-0.1256%,,,,,"$12,801.57",,,,,,
2015-01-20,202.4,202.055,,"$10,761.41",-$0.34,-0.1705%,,"$12,092.41",$0.77,0.3819%,,,,,"$13,035.36",,,,,,
2015-01-21,201.5,203.08,,"$10,845.80",$1.58,0.7841%,,"$12,059.19",-$0.56,-0.2747%,,,,,"$12,977.39",,,,,,
2015-01-22,203.99,206.1,,"$10,957.98",$2.11,1.0344%,,"$12,113.23",$0.91,0.4481%,,,,,"$13,137.76",,,,,,
2015-01-23,205.79,204.97,,"$10,914.32",-$0.82,-0.3985%,,"$12,095.01",-$0.31,-0.1504%,,,,,"$13,253.69",,,,,,
2015-01-26,204.71,205.45,,"$10,953.77",$0.74,0.3615%,,"$12,079.67",-$0.26,-0.1268%,,,,,"$13,184.13",,,,,,
2015-01-27,202.97,202.74,,"$10,941.36",-$0.23,-0.1133%,,"$11,933.85",-$2.48,-1.2071%,,,,,"$13,072.07",,,,,,
2015-01-28,204.17,200.14,,"$10,725.39",-$4.03,-1.9738%,,"$12,018.03",$1.43,0.7053%,,,,,"$13,149.35",,,,,,
2015-01-29,200.38,201.9902,,"$10,811.58",$1.61,0.8036%,,"$12,032.44",$0.24,0.1199%,,,,,"$12,905.26",,,,,,
2015-01-30,200.57,199.45,,"$10,751.21",-$1.12,-0.5584%,,"$11,947.84",-$1.42,-0.7031%,,,,,"$12,917.50",,,,,,
2015-02-02,200.05,201.92,,"$10,851.71",$1.87,0.9348%,,"$11,983.78",$0.60,0.3008%,,,,,"$12,884.01",,,,,,
2015-02-03,203,204.84,,"$10,950.07",$1.84,0.9064%,,"$12,047.88",$1.08,0.5349%,,,,,"$13,074.00",,,,,,
2015-02-04,203.92,204.06,,"$10,957.58",$0.14,0.0687%,,"$11,993.77",-$0.92,-0.4491%,,,,,"$13,133.25",,,,,,
2015-02-05,204.86,206.12,,"$11,024.98",$1.26,0.6151%,,"$12,040.79",$0.80,0.3920%,,,,,"$13,193.79",,,,,,
2015-02-06,206.56,205.55,,"$10,971.07",-$1.01,-0.4890%,,"$12,066.49",$0.44,0.2135%,,,,,"$13,303.28",,,,,,
2015-02-09,204.77,204.63,,"$10,963.57",-$0.14,-0.0684%,,"$12,020.70",-$0.78,-0.3795%,,,,,"$13,188.00",,,,,,
2015-02-10,205.88,206.81,,"$11,013.09",$0.93,0.4517%,,"$12,094.13",$1.25,0.6109%,,,,,"$13,259.48",,,,,,
2015-02-11,206.61,206.93,,"$11,030.15",$0.32,0.1549%,,"$12,082.43",-$0.20,-0.0967%,,,,,"$13,306.50",,,,,,
2015-02-12,207.89,208.92,,"$11,084.80",$1.03,0.4955%,,"$12,138.49",$0.96,0.4639%,,,,,"$13,388.94",,,,,,
2015-02-13,209.07,209.78,,"$11,122.44",$0.71,0.3396%,,"$12,147.20",$0.15,0.0718%,,,,,"$13,464.93",,,,,,
2015-02-17,209.4,210.11,,"$11,160.16",$0.71,0.3391%,,"$12,125.20",-$0.38,-0.1811%,,,,,"$13,486.19",,,,,,
2015-02-18,209.66,210.13,,"$11,185.17",$0.47,0.2242%,,"$12,099.23",-$0.45,-0.2142%,,,,,"$13,502.93",,,,,,
2015-02-19,209.41,209.98,,"$11,215.62",$0.57,0.2722%,,"$12,057.77",-$0.72,-0.3426%,,,,,"$13,486.83",,,,,,
2015-02-20,209.48,211.239,,"$11,309.80",$1.76,0.8397%,,"$12,029.06",-$0.50,-0.2381%,,,,,"$13,491.34",,,,,,
2015-02-23,210.94,211.209,,"$11,324.22",$0.27,0.1275%,,"$12,012.03",-$0.30,-0.1415%,,,,,"$13,585.37",,,,,,
2015-02-24,211.12,211.81,,"$11,361.23",$0.69,0.3268%,,"$12,006.97",-$0.09,-0.0421%,,,,,"$13,596.96",,,,,,
2015-02-25,211.66,211.63,,"$11,359.62",-$0.03,-0.0142%,,"$11,998.47",-$0.15,-0.0708%,,,,,"$13,631.74",,,,,,
2015-02-26,211.52,211.38,,"$11,352.10",-$0.14,-0.0662%,,"$11,992.23",-$0.11,-0.0520%,,,,,"$13,622.72",,,,,,
2015-02-27,211.26,210.66,,"$11,319.86",-$0.60,-0.2840%,,"$11,985.42",-$0.12,-0.0568%,,,,,"$13,605.98",,,,,,
2015-03-02,210.78,211.99,,"$11,384.84",$1.21,0.5741%,,"$11,992.25",$0.12,0.0570%,,,,,"$13,575.06",,,,,,
2015-03-03,211.47,211.12,,"$11,366.00",-$0.35,-0.1655%,,"$11,962.84",-$0.52,-0.2453%,,,,,"$13,619.50",,,,,,
2015-03-04,210.4,210.2301,,"$11,356.82",-$0.17,-0.0808%,,"$11,922.04",-$0.72,-0.3410%,,,,,"$13,550.59",,,,,,
2015-03-05,210.62,210.46,,"$11,348.20",-$0.16,-0.0760%,,"$11,944.15",$0.39,0.1855%,,,,,"$13,564.76",,,,,,
2015-03-06,209.42,207.5,,"$11,244.15",-$1.92,-0.9168%,,"$11,885.13",-$1.04,-0.4942%,,,,,"$13,487.47",,,,,,
2015-03-09,207.74,208.36,,"$11,277.71",$0.62,0.2984%,,"$11,898.87",$0.24,0.1157%,,,,,"$13,379.27",,,,,,
2015-03-10,206.71,204.98,,"$11,183.33",-$1.73,-0.8369%,,"$11,804.65",-$1.65,-0.7919%,,,,,"$13,312.94",,,,,,
2015-03-11,205.29,204.5,,"$11,140.29",-$0.79,-0.3848%,,"$11,822.50",$0.31,0.1512%,,,,,"$13,221.49",,,,,,
2015-03-12,205.26,207.1,,"$11,240.15",$1.84,0.8964%,,"$11,866.44",$0.76,0.3716%,,,,,"$13,219.55",,,,,,
2015-03-13,206.77,205.8272,,"$11,188.90",-$0.94,-0.4560%,,"$11,847.53",-$0.33,-0.1593%,,,,,"$13,316.80",,,,,,
2015-03-16,206.71,208.58,,"$11,290.12",$1.87,0.9046%,,"$11,898.34",$0.88,0.4289%,,,,,"$13,312.94",,,,,,
2015-03-17,207.69,207.96,,"$11,304.80",$0.27,0.1300%,,"$11,847.57",-$0.89,-0.4267%,,,,,"$13,376.05",,,,,,
2015-03-18,207.39,210.46,,"$11,472.15",$3.07,1.4803%,,"$11,815.10",-$0.57,-0.2741%,,,,,"$13,356.73",,,,,,
2015-03-19,209.96,209.5,,"$11,447.01",-$0.46,-0.2191%,,"$11,787.03",-$0.50,-0.2376%,,,,,"$13,522.25",,,,,,
2015-03-20,209.71,210.41,,"$11,485.22",$0.70,0.3338%,,"$11,798.84",$0.21,0.1002%,,,,,"$13,506.15",,,,,,
2015-03-23,210.42,210,,"$11,462.30",-$0.42,-0.1996%,,"$11,799.41",$0.01,0.0048%,,,,,"$13,551.88",,,,,,
2015-03-24,209.85,208.82,,"$11,406.04",-$1.03,-0.4908%,,"$11,790.98",-$0.15,-0.0714%,,,,,"$13,515.17",,,,,,
2015-03-25,209.07,205.76,,"$11,225.46",-$3.31,-1.5832%,,"$11,805.09",$0.25,0.1197%,,,,,"$13,464.93",,,,,,
2015-03-26,204.96,205.27,,"$11,242.43",$0.31,0.1512%,,"$11,759.19",-$0.80,-0.3888%,,,,,"$13,200.23",,,,,,
2015-03-27,205.13,205.74,,"$11,275.87",$0.61,0.2974%,,"$11,751.17",-$0.14,-0.0682%,,,,,"$13,211.18",,,,,,
2015-03-30,206.98,208.25,,"$11,345.05",$1.27,0.6136%,,"$11,822.00",$1.24,0.6027%,,,,,"$13,330.33",,,,,,
2015-03-31,207.26,206.43,,"$11,299.62",-$0.83,-0.4005%,,"$11,765.80",-$0.99,-0.4754%,,,,,"$13,348.36",,,,,,
2015-04-01,206.39,205.7,,"$11,261.84",-$0.69,-0.3343%,,"$11,763.52",-$0.04,-0.0194%,,,,,"$13,292.33",,,,,,
2015-04-02,205.62,206.435,,"$11,306.48",$0.81,0.3964%,,"$11,758.94",-$0.08,-0.0389%,,,,,"$13,242.74",,,,,,
2015-04-06,205.37,207.83,,"$11,441.91",$2.46,1.1978%,,"$11,698.28",-$1.07,-0.5159%,,,,,"$13,226.64",,,,,,
2015-04-07,207.855,207.28,,"$11,410.26",-$0.57,-0.2766%,,"$11,699.69",$0.02,0.0120%,,,,,"$13,386.68",,,,,,
2015-04-08,207.55,207.975,,"$11,433.63",$0.42,0.2048%,,"$11,714.93",$0.27,0.1303%,,,,,"$13,367.04",,,,,,
2015-04-09,207.78,208.9,,"$11,495.26",$1.12,0.5390%,,"$11,703.94",-$0.19,-0.0938%,,,,,"$13,381.85",,,,,,
2015-04-10,209.2,210.04,,"$11,541.41",$0.84,0.4015%,,"$11,720.75",$0.30,0.1436%,,,,,"$13,473.30",,,,,,
2015-04-13,209.87,209.09,,"$11,498.52",-$0.78,-0.3717%,,"$11,711.26",-$0.17,-0.0809%,,,,,"$13,516.46",,,,,,
2015-04-14,208.85,209.49,,"$11,533.76",$0.64,0.3064%,,"$11,697.82",-$0.24,-0.1148%,,,,,"$13,450.76",,,,,,
2015-04-15,210.05,210.43,,"$11,554.62",$0.38,0.1809%,,"$11,729.09",$0.56,0.2673%,,,,,"$13,528.05",,,,,,
2015-04-16,210.03,210.37,,"$11,573.33",$0.34,0.1619%,,"$11,706.80",-$0.40,-0.1901%,,,,,"$13,526.76",,,,,,
2015-04-17,208.94,207.95,,"$11,518.49",-$0.99,-0.4738%,,"$11,627.22",-$1.43,-0.6798%,,,,,"$13,456.56",,,,,,
2015-04-20,209.06,209.85,,"$11,562.02",$0.79,0.3779%,,"$11,689.28",$1.11,0.5338%,,,,,"$13,464.29",,,,,,
2015-04-21,210.67,209.6,,"$11,503.29",-$1.07,-0.5079%,,"$11,734.96",$0.82,0.3908%,,,,,"$13,567.98",,,,,,
2015-04-22,210.01,210.63,,"$11,537.25",$0.62,0.2952%,,"$11,757.91",$0.41,0.1956%,,,,,"$13,525.47",,,,,,
2015-04-23,210.15,211.16,,"$11,592.70",$1.01,0.4806%,,"$11,731.12",-$0.48,-0.2279%,,,,,"$13,534.49",,,,,,
2015-04-24,211.66,211.6499,,"$11,592.15",-$0.01,-0.0048%,,"$11,758.90",$0.50,0.2368%,,,,,"$13,631.74",,,,,,
2015-04-27,212.33,210.77,,"$11,506.98",-$1.56,-0.7347%,,"$11,796.68",$0.68,0.3213%,,,,,"$13,674.89",,,,,,
2015-04-28,210.74,211.44,,"$11,545.20",$0.70,0.3322%,,"$11,795.00",-$0.03,-0.0142%,,,,,"$13,572.49",,,,,,
2015-04-29,210.37,210.57,,"$11,556.18",$0.20,0.0951%,,"$11,735.31",-$1.07,-0.5061%,,,,,"$13,548.66",,,,,,
2015-04-30,209.88,208.46,,"$11,477.99",-$1.42,-0.6766%,,"$11,696.86",-$0.69,-0.3277%,,,,,"$13,517.10",,,,,,
2015-05-01,209.4,210.72,,"$11,550.35",$1.32,0.6304%,,"$11,749.60",$0.94,0.4509%,,,,,"$13,486.19",,,,,,
2015-05-04,211.23,211.32,,"$11,555.27",$0.09,0.0426%,,"$11,778.04",$0.51,0.2420%,,,,,"$13,604.04",,,,,,
2015-05-05,211.03,208.9,,"$11,438.64",-$2.13,-1.0093%,,"$11,761.88",-$0.29,-0.1372%,,,,,"$13,591.16",,,,,,
2015-05-06,209.56,208.04,,"$11,355.67",-$1.52,-0.7253%,,"$11,799.04",$0.66,0.3159%,,,,,"$13,496.49",,,,,,
2015-05-07,207.92,208.87,,"$11,407.55",$0.95,0.4569%,,"$11,792.23",-$0.12,-0.0577%,,,,,"$13,390.87",,,,,,
2015-05-08,210.88,211.62,,"$11,447.58",$0.74,0.3509%,,"$11,905.71",$2.01,0.9623%,,,,,"$13,581.50",,,,,,
2015-05-11,211.57,210.605,,"$11,395.37",-$0.97,-0.4561%,,"$11,902.90",-$0.05,-0.0236%,,,,,"$13,625.94",,,,,,
2015-05-12,209.61,209.98,,"$11,415.48",$0.37,0.1765%,,"$11,846.66",-$0.99,-0.4724%,,,,,"$13,499.71",,,,,,
2015-05-13,210.47,210.02,,"$11,391.08",-$0.45,-0.2138%,,"$11,874.31",$0.49,0.2334%,,,,,"$13,555.10",,,,,,
2015-05-14,211.24,212.21,,"$11,443.38",$0.97,0.4592%,,"$11,943.29",$1.22,0.5809%,,,,,"$13,604.69",,,,,,
2015-05-15,212.44,212.44,,"$11,443.38",$0.00,0.0000%,,"$11,956.23",$0.23,0.1084%,,,,,"$13,681.97",,,,,,
2015-05-18,212.24,213.1,,"$11,489.75",$0.86,0.4052%,,"$11,944.97",-$0.20,-0.0941%,,,,,"$13,669.09",,,,,,
2015-05-19,213.24,213.03,,"$11,478.44",-$0.21,-0.0985%,,"$11,952.82",$0.14,0.0657%,,,,,"$13,733.50",,,,,,
2015-05-20,213.15,212.88,,"$11,463.90",-$0.27,-0.1267%,,"$11,959.55",$0.12,0.0563%,,,,,"$13,727.70",,,,,,
2015-05-21,212.71,213.5,,"$11,506.47",$0.79,0.3714%,,"$11,950.00",-$0.17,-0.0799%,,,,,"$13,699.36",,,,,,
2015-05-22,213.04,212.99,,"$11,503.77",-$0.05,-0.0235%,,"$11,924.26",-$0.46,-0.2155%,,,,,"$13,720.62",,,,,,
2015-05-26,212.4,210.7,,"$11,411.70",-$1.70,-0.8004%,,"$11,891.23",-$0.59,-0.2770%,,,,,"$13,679.40",,,,,,
2015-05-27,211.25,212.7,,"$11,490.03",$1.45,0.6864%,,"$11,922.27",$0.55,0.2610%,,,,,"$13,605.33",,,,,,
2015-05-28,212.33,212.46,,"$11,497.06",$0.13,0.0612%,,"$11,901.53",-$0.37,-0.1740%,,,,,"$13,674.89",,,,,,
2015-05-29,212.38,211.14,,"$11,429.94",-$1.24,-0.5839%,,"$11,897.04",-$0.08,-0.0377%,,,,,"$13,678.11",,,,,,
2015-06-01,211.94,211.57,,"$11,409.98",-$0.37,-0.1746%,,"$11,942.12",$0.80,0.3789%,,,,,"$13,649.77",,,,,,
2015-06-02,211.02,211.36,,"$11,428.37",$0.34,0.1611%,,"$11,911.08",-$0.55,-0.2600%,,,,,"$13,590.52",,,,,,
2015-06-03,212,211.92,,"$11,424.05",-$0.08,-0.0377%,,"$11,947.14",$0.64,0.3028%,,,,,"$13,653.64",,,,,,
2015-06-04,211.07,210.1292,,"$11,373.13",-$0.94,-0.4457%,,"$11,899.22",-$0.85,-0.4011%,,,,,"$13,593.74",,,,,,
2015-06-05,209.95,209.77,,"$11,363.38",-$0.18,-0.0857%,,"$11,889.08",-$0.18,-0.0853%,,,,,"$13,521.61",,,,,,
2015-06-08,209.64,208.48,,"$11,300.51",-$1.16,-0.5533%,,"$11,881.71",-$0.13,-0.0620%,,,,,"$13,501.64",,,,,,
2015-06-09,208.45,208.45,,"$11,300.51",$0.00,0.0000%,,"$11,880.00",-$0.03,-0.0144%,,,,,"$13,425.00",,,,,,
2015-06-10,209.37,210.95,,"$11,385.79",$1.58,0.7546%,,"$11,932.43",$0.92,0.4414%,,,,,"$13,484.25",,,,,,
2015-06-11,211.48,211.63,,"$11,393.86",$0.15,0.0709%,,"$11,962.41",$0.53,0.2512%,,,,,"$13,620.15",,,,,,
2015-06-12,210.64,210.01,,"$11,359.78",-$0.63,-0.2991%,,"$11,906.45",-$0.99,-0.4678%,,,,,"$13,566.05",,,,,,
2015-06-15,208.64,209.11,,"$11,385.37",$0.47,0.2253%,,"$11,828.78",-$1.37,-0.6523%,,,,,"$13,437.24",,,,,,
2015-06-16,208.93,210.25,,"$11,457.31",$1.32,0.6318%,,"$11,818.60",-$0.18,-0.0861%,,,,,"$13,455.92",,,,,,
2015-06-17,210.59,210.59,,"$11,457.31",$0.00,0.0000%,,"$11,837.71",$0.34,0.1617%,,,,,"$13,562.83",,,,,,
2015-06-18,211.31,212.78,,"$11,537.01",$1.47,0.6957%,,"$11,878.18",$0.72,0.3419%,,,,,"$13,609.20",,,,,,
2015-06-19,211.46,210.81,,"$11,501.55",-$0.65,-0.3074%,,"$11,804.50",-$1.32,-0.6204%,,,,,"$13,618.86",,,,,,
2015-06-22,211.905,211.89,,"$11,500.73",-$0.02,-0.0071%,,"$11,865.81",$1.10,0.5194%,,,,,"$13,647.52",,,,,,
2015-06-23,212.14,212.04,,"$11,495.31",-$0.10,-0.0471%,,"$11,879.81",$0.25,0.1180%,,,,,"$13,662.65",,,,,,
2015-06-24,211.72,210.5,,"$11,429.07",-$1.22,-0.5762%,,"$11,861.88",-$0.32,-0.1509%,,,,,"$13,635.60",,,,,,
2015-06-25,211.1,209.86,,"$11,361.94",-$1.24,-0.5874%,,"$11,895.69",$0.60,0.2850%,,,,,"$13,595.67",,,,,,
2015-06-26,210.29,209.82,,"$11,336.54",-$0.47,-0.2235%,,"$11,920.07",$0.43,0.2049%,,,,,"$13,543.50",,,,,,
2015-06-29,208.045,205.42,,"$11,193.50",-$2.63,-1.2617%,,"$11,819.23",-$1.78,-0.8460%,,,,,"$13,398.92",,,,,,
2015-06-30,207.26,205.85,,"$11,117.35",-$1.41,-0.6803%,,"$11,925.10",$1.84,0.8957%,,,,,"$13,348.36",,,,,,
2015-07-01,207.73,207.5,,"$11,105.05",-$0.23,-0.1107%,,"$12,034.01",$1.88,0.9133%,,,,,"$13,378.63",,,,,,
2015-07-02,208.07,207.31,,"$11,064.48",-$0.76,-0.3653%,,"$12,067.06",$0.57,0.2747%,,,,,"$13,400.53",,,,,,
2015-07-06,205.77,206.72,,"$11,115.57",$0.95,0.4617%,,"$11,977.42",-$1.54,-0.7428%,,,,,"$13,252.40",,,,,,
2015-07-07,206.96,208.02,,"$11,172.50",$1.06,0.5122%,,"$11,991.33",$0.24,0.1161%,,,,,"$13,329.04",,,,,,
2015-07-08,206.45,204.53,,"$11,068.59",-$1.92,-0.9300%,,"$11,900.83",-$1.57,-0.7547%,,,,,"$13,296.19",,,,,,
2015-07-09,207.04,204.9,,"$10,954.18",-$2.14,-1.0336%,,"$12,046.87",$2.51,1.2272%,,,,,"$13,334.19",,,,,,
2015-07-10,207.29,207.48,,"$10,964.23",$0.19,0.0917%,,"$12,187.39",$2.39,1.1664%,,,,,"$13,350.29",,,,,,
2015-07-13,208.99,209.77,,"$11,005.15",$0.78,0.3732%,,"$12,276.09",$1.51,0.7278%,,,,,"$13,459.78",,,,,,
2015-07-14,209.72,210.68,,"$11,055.52",$0.96,0.4578%,,"$12,273.16",-$0.05,-0.0238%,,,,,"$13,506.79",,,,,,
2015-07-15,210.73,210.61,,"$11,049.23",-$0.12,-0.0569%,,"$12,276.08",$0.05,0.0237%,,,,,"$13,571.84",,,,,,
2015-07-16,211.87,212.3,,"$11,071.65",$0.43,0.2030%,,"$12,349.52",$1.26,0.5983%,,,,,"$13,645.26",,,,,,
2015-07-17,212.29,212.48,,"$11,081.56",$0.19,0.0895%,,"$12,348.94",-$0.01,-0.0047%,,,,,"$13,672.31",,,,,,
2015-07-20,212.75,212.59,,"$11,073.23",-$0.16,-0.0752%,,"$12,364.63",$0.27,0.1271%,,,,,"$13,701.94",,,,,,
2015-07-21,212.43,211.75,,"$11,037.78",-$0.68,-0.3201%,,"$12,355.32",-$0.16,-0.0753%,,,,,"$13,681.33",,,,,,
2015-07-22,210.93,211.37,,"$11,060.81",$0.44,0.2086%,,"$12,307.48",-$0.82,-0.3872%,,,,,"$13,584.72",,,,,,
2015-07-23,211.53,210.18,,"$10,990.22",-$1.35,-0.6382%,,"$12,316.79",$0.16,0.0757%,,,,,"$13,623.37",,,,,,
2015-07-24,210.3,208,,"$10,870.02",-$2.30,-1.0937%,,"$12,323.83",$0.12,0.0571%,,,,,"$13,544.15",,,,,,
2015-07-27,206.94,206.79,,"$10,862.14",-$0.15,-0.0725%,,"$12,261.02",-$1.06,-0.5096%,,,,,"$13,327.75",,,,,,
2015-07-28,207.79,209.33,,"$10,942.64",$1.54,0.7411%,,"$12,320.31",$1.00,0.4836%,,,,,"$13,382.50",,,,,,
2015-07-29,209.48,210.77,,"$11,010.03",$1.29,0.6158%,,"$12,329.14",$0.15,0.0717%,,,,,"$13,491.34",,,,,,
2015-07-30,210.16,210.82,,"$11,044.60",$0.66,0.3140%,,"$12,293.46",-$0.61,-0.2894%,,,,,"$13,535.13",,,,,,
2015-07-31,211.42,210.5,,"$10,996.54",-$0.92,-0.4352%,,"$12,328.45",$0.60,0.2846%,,,,,"$13,616.28",,,,,,
2015-08-03,210.46,209.79,,"$10,961.54",-$0.67,-0.3184%,,"$12,326.10",-$0.04,-0.0190%,,,,,"$13,554.45",,,,,,
2015-08-04,209.7,209.38,,"$10,944.81",-$0.32,-0.1526%,,"$12,320.82",-$0.09,-0.0429%,,,,,"$13,505.51",,,,,,
2015-08-05,210.45,210.07,,"$10,925.05",-$0.38,-0.1806%,,"$12,383.78",$1.07,0.5110%,,,,,"$13,553.81",,,,,,
2015-08-06,210.29,208.35,,"$10,824.26",-$1.94,-0.9225%,,"$12,396.75",$0.22,0.1047%,,,,,"$13,543.50",,,,,,
2015-08-07,208.16,207.95,,"$10,813.34",-$0.21,-0.1009%,,"$12,385.44",-$0.19,-0.0912%,,,,,"$13,406.32",,,,,,
2015-08-10,209.28,210.57,,"$10,879.99",$1.29,0.6164%,,"$12,464.66",$1.33,0.6396%,,,,,"$13,478.46",,,,,,
2015-08-11,208.97,208.67,,"$10,864.37",-$0.30,-0.1436%,,"$12,369.95",-$1.60,-0.7598%,,,,,"$13,458.49",,,,,,
2015-08-12,207.11,208.92,,"$10,959.32",$1.81,0.8739%,,"$12,277.47",-$1.56,-0.7476%,,,,,"$13,338.70",,,,,,
2015-08-13,208.73,208.66,,"$10,955.64",-$0.07,-0.0335%,,"$12,266.30",-$0.19,-0.0909%,,,,,"$13,443.03",,,,,,
2015-08-14,208.43,209.42,,"$11,007.68",$0.99,0.4750%,,"$12,252.78",-$0.23,-0.1102%,,,,,"$13,423.71",,,,,,
2015-08-17,208.71,210.59,,"$11,106.84",$1.88,0.9008%,,"$12,211.24",-$0.71,-0.3390%,,,,,"$13,441.75",,,,,,
2015-08-18,210.26,209.98,,"$11,092.04",-$0.28,-0.1332%,,"$12,192.11",-$0.33,-0.1567%,,,,,"$13,541.57",,,,,,
2015-08-19,209.09,208.32,,"$11,051.20",-$0.77,-0.3683%,,"$12,140.43",-$0.89,-0.4238%,,,,,"$13,466.22",,,,,,
2015-08-20,206.51,203.97,,"$10,915.27",-$2.54,-1.2300%,,"$12,034.95",-$1.81,-0.8689%,,,,,"$13,300.06",,,,,,
2015-08-21,201.73,197.63,,"$10,693.43",-$4.10,-2.0324%,,"$11,902.78",-$2.24,-1.0982%,,,,,"$12,992.21",,,,,,
2015-08-24,187.49,189.5,,"$10,808.07",$2.01,1.0721%,,"$11,292.07",-$10.14,-5.1308%,,,,,"$12,075.09",,,,,,
2015-08-25,195.43,187.27,,"$10,356.79",-$8.16,-4.1754%,,"$11,645.43",$5.93,3.1293%,,,,,"$12,586.46",,,,,,
2015-08-26,192.08,194.46,,"$10,485.11",$2.38,1.2391%,,"$11,944.54",$4.81,2.5685%,,,,,"$12,370.71",,,,,,
2015-08-27,197.02,199.27,,"$10,604.85",$2.25,1.1420%,,"$12,101.79",$2.56,1.3165%,,,,,"$12,688.86",,,,,,
2015-08-28,198.5,199.28,,"$10,646.53",$0.78,0.3929%,,"$12,055.03",-$0.77,-0.3864%,,,,,"$12,784.18",,,,,,
2015-08-31,198.11,197.67,,"$10,622.88",-$0.44,-0.2221%,,"$11,984.25",-$1.17,-0.5871%,,,,,"$12,759.06",,,,,,
2015-09-01,193.12,191.77,,"$10,548.62",-$1.35,-0.6990%,,"$11,708.40",-$4.55,-2.3018%,,,,,"$12,437.69",,,,,,
2015-09-02,194.62,195.41,,"$10,591.44",$0.79,0.4059%,,"$11,882.40",$2.85,1.4862%,,,,,"$12,534.30",,,,,,
2015-09-03,196.26,195.55,,"$10,553.12",-$0.71,-0.3618%,,"$11,934.09",$0.85,0.4350%,,,,,"$12,639.92",,,,,,
2015-09-04,192.85,192.59,,"$10,538.90",-$0.26,-0.1348%,,"$11,769.31",-$2.70,-1.3807%,,,,,"$12,420.30",,,,,,
2015-09-08,195.94,197.43,,"$10,619.04",$1.49,0.7604%,,"$11,974.03",$3.35,1.7394%,,,,,"$12,619.31",,,,,,
2015-09-09,199.32,194.79,,"$10,377.70",-$4.53,-2.2727%,,"$12,088.66",$1.89,0.9573%,,,,,"$12,836.99",,,,,,
2015-09-10,194.56,195.85,,"$10,446.50",$1.29,0.6630%,,"$12,074.39",-$0.23,-0.1181%,,,,,"$12,530.43",,,,,,
2015-09-11,195.375,196.74,,"$10,519.49",$1.37,0.6987%,,"$12,045.10",-$0.47,-0.2425%,,,,,"$12,582.92",,,,,,
2015-09-14,196.95,196.01,,"$10,469.28",-$0.94,-0.4773%,,"$12,057.96",$0.21,0.1067%,,,,,"$12,684.36",,,,,,
2015-09-15,196.61,198.46,,"$10,567.79",$1.85,0.9409%,,"$12,094.87",$0.60,0.3061%,,,,,"$12,662.46",,,,,,
2015-09-16,198.82,200.18,,"$10,640.08",$1.36,0.6840%,,"$12,116.81",$0.36,0.1814%,,,,,"$12,804.79",,,,,,
2015-09-17,200.02,199.73,,"$10,624.65",-$0.29,-0.1450%,,"$12,107.12",-$0.16,-0.0799%,,,,,"$12,882.08",,,,,,
